app_id,app_name,review,timestamp_created,recommended,votes_helpful,votes_funny,weighted_vote_score,steam_purchase,received_for_free,author.steamid,author.num_games_owned,author.num_reviews
292030,The Witcher 3: Wild Hunt,不玩此生遗憾，RPG游戏里的天花板，太吸引人了,2021-01-23 06:00:29,True,0,0,0.0,True,False,76561199095369542,6,2
292030,The Witcher 3: Wild Hunt,拔DIAO无情打桩机--杰洛特!!!,2021-01-23 05:50:30,True,0,0,0.0,True,False,76561198949504115,30,10
292030,The Witcher 3: Wild Hunt,巫师3NB,2021-01-23 05:46:40,True,0,0,0.0,True,False,76561199090098988,5,1
292030,The Witcher 3: Wild Hunt,"One of the best RPG's of all time, worthy of any collection",2021-01-23 05:32:50,True,0,0,0.0,True,False,76561199054755373,5,3
292030,The Witcher 3: Wild Hunt,大作,2021-01-23 05:23:47,True,0,0,0.0,True,False,76561199028326951,7,4
292030,The Witcher 3: Wild Hunt,"good story, good graphics. lots to do.",2021-01-23 05:21:04,True,0,0,0.0,True,False,76561198170193529,11,1
292030,The Witcher 3: Wild Hunt,"dis gud,",2021-01-23 05:18:11,True,0,0,0.0,True,False,76561198119302812,27,2
292030,The Witcher 3: Wild Hunt,".
",2021-01-23 05:05:12,True,0,0,0.0,True,False,76561199084188849,9,1
292030,The Witcher 3: Wild Hunt,年度最佳的作品，没啥好夸的，神作,2021-01-23 04:55:03,True,0,0,0.0,True,False,76561198130808993,581,17
292030,The Witcher 3: Wild Hunt,great game,2021-01-23 04:43:25,True,0,0,0.0,True,False,76561198301724112,38,5
292030,The Witcher 3: Wild Hunt,神作！不bb,2021-01-23 04:40:31,True,0,0,0.0,False,False,76561199089209577,29,1
292030,The Witcher 3: Wild Hunt,"Шикарная игра с отличным сюжетом, неплохой графикой и большим открытым миром. В добавок, мой любимый жанр. Всем рекомендую.",2021-01-23 04:31:21,True,0,0,0.0,True,False,76561198257031328,11,2
292030,The Witcher 3: Wild Hunt,"什么?你儿子失踪了?什么?这栋房子闹鬼?什么?你猜到我要玩""来句昆特牌""的梗?
抱歉这个梗我玩一辈子(狗头)",2021-01-23 04:22:52,True,0,0,0.0,True,False,76561198348941585,20,1
292030,The Witcher 3: Wild Hunt,Замечательная карточная игра в антураже фэнтези-рпг),2021-01-23 03:57:18,True,0,0,0.0,True,False,76561197987104694,501,23
292030,The Witcher 3: Wild Hunt,가성비 짱,2021-01-23 03:56:35,True,0,0,0.0,True,False,76561199120263118,1,1
292030,The Witcher 3: Wild Hunt,"The witcher 3 es un gran juego RPG, permite gran variedad de decisiones que afectan el rumbo de la historia. Ofrece una gran cantidad de horas de juego, en mi caso 60 horas solo la campaña principal junto con algunos contratos de brujo y secundarias (muy pocas), aún me faltan los dlc´s. En conclusión, si quieres un juego largo, entretenido y con una buena historia, es una muy buena compra.",2021-01-23 03:48:28,True,0,0,0.0,True,False,76561198301696591,5,1
292030,The Witcher 3: Wild Hunt,当你玩进去之后，一切都顺理成章了起来,2021-01-23 03:46:33,True,0,0,0.0,True,False,76561198985671330,9,1
292030,The Witcher 3: Wild Hunt,剑舞天下无敌！！,2021-01-23 03:38:07,True,0,0,0.0,False,False,76561198149550625,66,7
292030,The Witcher 3: Wild Hunt,favorite game of all time cant wait for the NexGen Versiion,2021-01-23 03:38:06,True,0,0,0.0,True,False,76561198065591528,33,1
292030,The Witcher 3: Wild Hunt,打桩,2021-01-23 03:24:46,True,0,0,0.0,False,False,76561198249585974,31,5
292030,The Witcher 3: Wild Hunt,Why wouldn't you get this,2021-01-23 03:19:38,True,0,0,0.0,True,False,76561198996835044,131,2
292030,The Witcher 3: Wild Hunt,"it is ok
",2021-01-23 03:09:52,True,0,0,0.0,True,False,76561198284845223,60,9
292030,The Witcher 3: Wild Hunt,"worth
",2021-01-23 03:08:38,True,0,0,0.0,True,False,76561198370568524,59,5
292030,The Witcher 3: Wild Hunt,寻路功能真的有点阴间，总体上讲还是很不错的游戏,2021-01-23 02:55:35,True,1,0,0.523809552192688,True,False,76561198398613695,27,1
